"X1","X2","X3","X4","X5","X6","X7","X8"
4.32133447741287e-06,6.20476163876063e-06,0.0212094904785247,0.370881311305713,0.370689916185094,0.083173334124699,0.229070897580682,0.719638056520948
0,0,0.00370161158332356,0.339504724358077,0.344646384393516,0.0517004067054517,0.759331739735653,0.297462461477932
0.00041030758990847,0.000628192603260548,0.0192545155969968,0.529130656702492,0.537133867461067,0.199873252245348,0.333683574561935,0.875549144318417
4.78332560343207e-05,7.16269026652935e-05,0.0315153975914774,0.50063592428309,0.508135687163965,0.0813922131740014,0.335391000551568,0.891285817323428
1.19584786281791e-05,1.85603149756134e-05,0.00702388952189653,0.697423924897687,0.705384461008323,0.0664716171353573,0.328561296592945,0.890171136318923
7.1783302242633e-05,0.000103781761790319,0.00935093407517875,0.449756267024688,0.456661356509567,0.0835551077466466,0.722530142635709,0.28373221428103
5.14470009685201e-06,7.98639026856525e-06,0.0755548711468281,0.597589339079648,0.60559028801512,0.18010061912935,0.755141979038005,0.265936659891171
0.00248400613272657,0.00388292761336137,0.0239599412869786,0.639931137957004,0.642959608618444,0.109388238520578,0.721229872074377,0.306432365090898
0.000414872091000919,0.00062581460735231,0.0148269221179404,0.633553000790934,0.634921791741438,0.0862115572861213,0.721702697732975,0.315848141105481
0.000440989335185752,0.000681505362231675,0.0306040942735665,0.533078751774164,0.540043442124673,0.186802617838901,0.736465365520471,0.1655760278016
0.000269660610100264,0.000398432623257987,0.0339315907468893,0.564943465465193,0.570084395712898,0.119487513408371,0.760303659145212,0.164841649728022
1.91867729331042e-05,2.81759682385761e-05,0.00390732301111755,0.563657586532741,0.572760385968568,0.197481485476946,0.743098058787918,0.165759622319902
0.000424356199353221,0.000651858117142559,0.0477520344058913,0.522415922322803,0.530156420643938,0.190127898845301,0.751897869657648,0.172618188971284
0,0,0.158502909431882,0.666045020484791,0.676019677991603,0.169783879807787,0.751884735611607,0.157996196970778
4.3355914973111e-05,6.25000539152994e-05,0.0252784796289189,0.605669150819761,0.617127767323279,0.153491399912605,0.180133441908083,0.814189233492954
0.000191210968859411,0.000282893689953606,0.0339337804447253,0.403289964788377,0.409924847987489,0.0950733583789648,0.180251648322733,0.829637400826189
0.00180203185830458,0.00275567471764786,0.0145137423632105,0.585062677048192,0.591167787855609,0.170545559801123,0.750177309621974,0.293659432168476
0.000136285183505148,0.000208993071398976,0.00544045915547699,0.497956510655244,0.623374173718909,0.150653767200124,0.167537891722871,0.727493279129223
0.000142027512170172,0.000185280125479802,0.0747653115144188,0.595592685843507,0.606244212212953,0.157814560608738,0.167393417216046,0.74086945118366
1.05937107136144e-06,9.18918973237572e-07,0.134856642872331,0.547187616575266,0.557173552436371,0.243274420476547,0.167656098137521,0.755832404432493
0.000624855107489246,0.000986363958714245,0.0233917316541045,0.602732480933503,0.607667464278861,0.24291878595749,0.167656098137521,0.770362599173848
0.000341408183894286,0.000525020536028585,0.0150832387292047,0.636446719529187,0.647983326349667,0.241808714935484,0.167918779058995,0.785194413481118
0.00121360599291906,0.00185629154762109,0.00943945213475068,0.532808202273311,0.543341843817294,0.0864304601509005,0.167774304552264,0.799501672021572
3.5803026332939e-05,5.34705664509785e-05,0.00320038780892206,0.53943753503714,0.548928406093609,0.115995407119472,0.16764296409148,0.814202347387091
4.66253357122702e-05,6.51786287464228e-05,0.0293967630058303,0.597106934381918,0.604730983727265,0.114734407656918,0.771441330216133,0.375686840207236
9.70582668938667e-05,0.000141744012183776,0.0164426977466527,0.614460734234212,0.625753740909945,0.0904923708711284,0.723173710893309,0.3625729460363
6.57610292328226e-07,7.66737014567905e-07,0.00584294762533967,0.522369031875354,0.529387549210839,0.0860078391201267,0.722845359741442,0.37129368566009
0.000222257264937671,0.000322325748525437,0.00943935628104902,0.560231885639459,0.556078780051949,0.0932070539755831,0.747944521789299,0.311966428431012
1.99690077564268e-05,3.08128037271542e-05,0.0226916570269819,0.372207151392415,0.37736706854955,0.12351655155509,0.736833118810554,0.148882040521923
4.51976245099178e-05,6.50399834939331e-05,0.0269265053652185,0.784699024819117,0.793710459966571,0.120760977456355,0.764624760303644,0.375765523572249
0.000280512632238123,0.000424874614688879,0.0341446614523757,0.683972871350541,0.689820934869573,0.203874746111407,0.760369329375605,0.177221165825193
0.00196405921397786,0.00302072396370703,0.0266999752347193,0.644383889621599,0.647608145359291,0.193547738376091,0.765320864745594,0.167018556160295
0.00162464432611697,0.00255250243935637,0.0429499591619998,0.500636435573803,0.50835976816006,0.124564474564324,0.745514723265635,0.363399121369215
0,0,0.027624586926381,0.695949961629969,0.706522115508155,0.180149287121537,0.121949617799238,0.507009376434339
0.000125779731566543,0.000181256411127606,0.0161127734375498,0.595117380206418,0.599834618860101,0.207696337275367,0.207215844913182,0.633755163595808
1.33052541544398e-05,1.88444884553449e-05,0.011270665642116,0.229250444510868,0.235191515207467,0.202002831260267,0.319157319603832,0.521001901514742
0.000167780684664667,0.000243393990343132,0.0154848154442374,0.289320302269751,0.293676701231084,0.173635124955704,0.321941737371539,0.531309422332928
0.000132981478961151,0.000208468907847178,0.041984167049692,0.551178400461073,0.558861460840836,0.234643265837603,0.313260132916459,0.493410268179188
0.000916864033302038,0.00139224901418767,0.00812662215259698,0.499266117919979,0.506017998543307,0.116325915087266,0.724145630302868,0.305816012064933
0.000241039511657398,0.000339093007608785,0.0828052526505071,0.594226797421578,0.603348080666868,0.273619698745192,0.311867924032652,0.507599501672029
0,0,0.00351994886505756,0.559847612497399,0.56848183238241,0.116404473159626,0.30988468307541,0.530483247000199
8.99943237903221e-05,0.000141084751281148,0.0191858261510585,0.514037180579103,0.51704795170314,0.322465708170981,0.335732485749475,0.487377876860535
3.39552541395353e-05,5.03679232800342e-05,0.0047801294481498,0.553852455717701,0.555335909115088,0.192896871111567,0.332632850876036,0.53229296439587
0.00184719092925295,0.00284043570078215,0.00185691323688188,0.804142119956172,0.814864500986273,0.0908729852327109,0.299705797367915,0.489921972329783
0,0,0.026147869688487,0.746441480473609,0.755895033674018,0.0873554078464491,0.397777719404195,0.590715362927019
0,0,0.0288815950898411,0.782908589810588,0.797784672231645,0.0869842965636223,0.305708056423804,0.327637531965148
0.00294746700657343,0.00449989028823501,0.0166103019555573,0.637951585105634,0.636864008095407,0.0815655403994315,0.350495153536971,0.563831879876768
0.000740745154929875,0.00113391114361505,0.00465416230506299,0.463694214232808,0.464428260274058,0.0789340296750264,0.343008747274615,0.562913907284888
0.000473141343313527,0.000690739031870388,0.0429515092735065,0.720406643784993,0.730935795873985,0.102204209480209,0.721834038193759,0.273660743557882
1.5648090120581e-05,2.00134978315435e-05,0.00424614931147406,0.708447894527058,0.713024037972949,0.0950954747507758,0.349930389555805,0.556383187987695
0.000446199481389448,0.000688137994160218,0.00214390029009819,0.351216109011792,0.322727766412852,0.0654294585062805,0.338910924899441,0.555373418136665
0.000155392494413569,0.000239748496600776,0.00690398113953378,0.40518533096198,0.411385786676656,0.11097583223637,0.22335758753835,0.725657333945277
8.67315689077453e-07,8.16943631352277e-07,0.0145400818492128,0.57224866298096,0.58055557626057,0.10751447417492,0.675313246998784,0.4828404694775
0,0,0.021410326367546,0.589946085549742,0.599259345387851,0.115091465572642,0.246998870472009,0.725788472887027
0.00272364963537352,0.00418211143517295,0.0192895003979587,0.415030872040511,0.421548750770897,0.219596600321101,0.292968031731859,0.317015277686723
0.00110037806574611,0.00169402650899406,0.00437279916021672,0.43296392701064,0.435804845962565,0.0809057744840234,0.320024166644689,0.305081633991354
0.00221491128199346,0.00336542903233014,0.474803838292949,0.432815543521784,0.439338958056843,0.384397231851518,0.299272373847439,0.30888466330081
0.000675485343879078,0.00099791777602852,0.00698220429117782,0.603898984183989,0.607357123322119,0.193066543089576,0.314245186372059,0.295377352304809
1.41318461232689e-05,1.98573735597636e-05,0.0473489963384513,0.675112727098391,0.683320450807582,0.293976917114713,0.326262838529971,0.307166743164477
0.00121808052920103,0.00192199889206201,0.0573302991653445,0.430805938017819,0.435830587423985,0.208607262753967,0.296684966770815,0.303914497410111
7.41384845250854e-08,4.44984019797261e-08,0.00135427653090935,0.26116913298959,0.262045698717967,0.0432868971236683,0.71594998555252,0.518602058881381
0.000187448265319001,0.000290457357583649,0.0693005070213448,0.547419243939144,0.555212435615352,0.142549541744252,0.301505161680021,0.28449282014307
0,0,0.13982455460176,0.647109586387023,0.656982019453181,0.343529520319074,0.305970737345278,0.289082683102842
0.000291131244208002,0.000462507771477149,0.122851457887903,0.687569771412896,0.697994632084725,0.212519657374746,0.421419002337854,0.268231591371057
0,0,0.00375216820322641,0.552499024496621,0.556555334170442,0.134613241429813,0.419842916808912,0.316556291390784
4.56120560788323e-05,6.09688120388839e-05,0.0221785350260904,0.491484462613234,0.498713687320631,0.154639004122256,0.406656334550358,0.300990099009936
0,0,0.0508012713550588,0.383194944967527,0.388109963945374,0.177740378515889,0.402611048359535,0.290197364107347
0,0,0.0150924374769457,0.657424820739322,0.663802540279827,0.087061533933237,0.692466311171821,0.470710117369506
0.000758614217028525,0.00116170355981966,0.00208126445700197,0.484372021294132,0.495263713826284,0.0808621058203439,0.715884315322128,0.50605206215986
0.000223827916203203,0.000330673732404447,0.0096562455015494,0.578733569804279,0.58267019595756,0.1097588972933,0.350626493997662,0.356094682316031
0.000841633583010137,0.00126919752417292,0.0556313782511718,0.455426168986845,0.46304698286389,0.330755988431686,0.343402768656873,0.358061766441541
2.49772303522062e-05,3.38966803897682e-05,0.0534514219457794,0.694526315014152,0.706867129069589,0.348348455682893,0.370721584491272,0.373667300504988
5.44253932236013e-05,4.89200660229434e-06,0.0103845090642696,0.462020781334356,0.465883862761399,0.0704674564828656,0.372140061467254,0.378637466395687
3.22334767191922e-06,4.7841393671409e-06,0.0140685298359964,0.580544984727123,0.58167450711588,0.111403694799183,0.386482439780315,0.373273883679737
0.00603241701989007,0.00936670416049031,0.548574630766257,0.562277354184043,0.57109718014782,0.379633600113337,0.336310383776776,0.33026031079941
0.00125514730908336,0.00193687475116626,0.0197169608326986,0.588894547502693,0.599433609622722,0.152495378402794,0.298313588484015,0.318195528162104
3.16691074358479e-06,3.37345427841079e-06,0.00735034118599012,0.555180816375015,0.560439519292761,0.109595399481532,0.715450891801653,0.470657661792768
0.000295773199697106,0.000450939263560514,0.0453481762266541,0.65059195879533,0.662568153015503,0.288325651182047,0.311749717618002,0.319454462002497
0.00158150535974331,0.00243334478818178,0.00200681221413711,0.524430531948687,0.532439466441088,0.113357378134278,0.334944442985051,0.309304307914337
0.000105931297794468,0.000155861445355346,0.027806085064469,0.598775633249783,0.607640011858994,0.106565552300518,0.335062649399701,0.322995213428639
