"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.163782477611676,0.290419285418466,0.22389128152281,0.738963999319822,0.850338686956093,0.879513771273196,0.923689370974898,0.646781046641991,0.348570609465241,0.352275751996785
0.861193582881242,0.136405097320676,0.0641732329968363,0.300384650705382,0.153253772528842,0.833369698608294,0.211410532472655,0.885454429546371,0.311936078593135,0.475442059570923
0.313259811140597,0.176732340361923,0.461150096030906,0.588024477241561,0.351681264583021,0.641901182942092,0.436546268407255,0.0698957885615528,0.991125602973625,0.221775929210708
0.364727915730327,0.527921265689656,0.68008273653686,0.319548441329971,0.205183678306639,0.696130462456495,0.784308347152546,0.012316825799644,0.0677773845382035,0.383621850516647
0.972846936667338,0.920943595236167,0.521508410805836,0.976825642632321,0.395079543581232,0.297872805269435,0.147441641893238,0.169864634750411,0.207165023544803,0.936795743880793
0.752401089761406,0.339802947826684,0.401910026092082,0.557775804074481,0.73806710052304,0.410888298181817,0.397469445131719,0.0155168871860951,0.211896042106673,0.871112178545445
0.203889995114878,0.305903431260958,0.427927433280274,0.794305437710136,0.0884128236211836,0.967076319269836,0.64011326758191,0.495974864810705,0.813508684746921,0.205164410872385
0.680666058557108,0.90943225286901,0.0902425511740148,0.847441339632496,0.0323499985970557,0.350934259593487,0.287144646514207,0.169467056170106,0.677559798583388,0.513862831518054
0.130703151458874,0.487007414922118,0.945666360436007,0.0156805217266083,0.489409881643951,0.39335640380159,0.197197292465717,0.412144771544263,0.810941589064896,0.0408883413765579
0.0181105153169483,0.96665972401388,0.244060303084552,0.365546092391014,0.750278159510344,0.657304510474205,0.0732722955290228,0.81956666149199,0.675556349335238,0.842095463071018
0.390704561024904,0.403777775121853,0.874076557578519,0.0687646188307554,0.148349356139079,0.724225935526192,0.944253361783922,0.43652493855916,0.0798496878705919,0.421864431351423
0.9941162657924,0.285534776980057,0.686787659768015,0.0453761469107121,0.396701131248847,0.922331441892311,0.0626848277170211,0.543486418901011,0.674227589741349,0.0528772424440831
0.725001910701394,0.353895438136533,0.480576373869553,0.421293949941173,0.972114225151017,0.737402057508007,0.658149597235024,0.679545176913962,0.0720766363665462,0.505085404030979
0.302888467675075,0.623465919867158,0.895146039081737,0.970398106146604,0.745357170701027,0.840909214224666,0.871827149996534,0.325961581896991,0.799501221859828,0.497713403310627
0.383207926992327,0.924823442939669,0.486007988220081,0.900411621201783,0.983919915743172,0.111165409442037,0.737292629666626,0.577633430249989,0.799808765528724,0.604626685846597
0.211940098088235,0.0446479613892734,0.877990198787302,0.274008089676499,0.937631298787892,0.0266312609892339,0.0461061492096633,0.914206439396366,0.823096035746858,0.42307367012836
0.211814112495631,0.618906224146485,0.266379747539759,0.627572330646217,0.892447278834879,0.24313981202431,0.18667348776944,0.723630816908553,0.0907574326265603,0.204705025069416
0.412018587812781,0.629373756702989,0.0599134003277868,0.820156792877242,0.436996920034289,0.848433864070103,0.280990052968264,0.562070797197521,0.85594560788013,0.122050476493314
0.96510271425359,0.655521517852321,0.635271697072312,0.608417744282633,0.315425949171185,0.237025084439665,0.910683711292222,0.918423697818071,0.743941574124619,0.893847221741453
0.510988927679136,0.548413621261716,0.978520520264283,0.739204024663195,0.0589903013315052,0.480816469527781,0.879432459129021,0.937387933488935,0.784635728923604,0.711661034729332
0.430196097819135,0.901271063135937,0.764699236489832,0.37786058569327,0.727110415464267,0.670820876490325,0.912762372056022,0.427595786051825,0.260070851771161,0.510272276820615
0.836966008180752,0.931861746357754,0.293047226499766,0.816730039194226,0.854377536103129,0.854045804357156,0.569232172099873,0.616914463229477,0.782461551716551,0.837218334432691
0.405607935739681,0.811370031675324,0.905127509031445,0.461312640225515,0.837688423926011,0.098243335261941,0.881440942408517,0.611160072498024,0.593301433138549,0.767267558956519
0.0671321311965585,0.957213599700481,0.563639285042882,0.296307210810483,0.315609300509095,0.655461646150798,0.967009615618736,0.109887101920322,0.255414708284661,0.124894120264798
0.915079401573166,0.773745009675622,0.688126492779702,0.335685141151771,0.0654985101427883,0.649573656730354,0.164288905682042,0.339997889939696,0.617318978300318,0.780513768317178
0.480448588263243,0.494441206101328,0.248142934171483,0.290547440061346,0.121483304305002,0.176072670146823,0.381450820481405,0.880874235648662,0.309698891360313,0.788435070775449
0.33079429413192,0.549956131959334,0.476659889798611,0.282349934335798,0.00232910457998514,0.350499750580639,0.216110217850655,0.960516267223284,0.440349128795788,0.925650097429752
0.0132470263633877,0.636891327332705,0.601524085272104,0.228554526576772,0.0965784175787121,0.178845573915169,0.9205431365408,0.465735481120646,0.881693281233311,0.608569817850366
